side_in_poke_index,side_in_time,center_in_poke_index,center_in_time,chose_left,chose_right,left_reward_prob,right_reward_prob,was_rewarded,word_l1,word_l1_generic,word_l2,word_l2_generic,word_l3,word_l3_generic,switched,1_Reward,1_Choice,1_Switch,2_Reward,2_Choice,2_Switch,3_Reward,3_Choice,3_Switch,reward_seq_3,choice_seq_3,choice_seq_3_letters,switch_seq_3,Q_left,Q_right,Q_diff,Rolling_Accuracy,Rolling_PRight,Expected_PRight,Signed_Deviation,Choice_Deviation,Rolling_Switch_Rate,Behavioral_State,matched_side_in_index,matched_center_in_index,photometry_center_in_index,photometry_center_out_index,photometry_side_in_index,photometry_side_out_index,has_all_photometry_data,photometry_outcome_index,center_in_s,center_out_s,side_in_s,side_out_s,peak_z_center_in,auc_center_in,peak_z_side_in,auc_side_in,peak_z_outcome,auc_outcome,peak_z_side_out,auc_side_out,mouse,date,hemisphere,condition,dob,treatment,viral_expression,age_days
58,78.4459937363863,57,78.09900306165218,False,True,0.1,0.9,True,R,A,rR,aA,RrR,AaA,0,0,1,0,1,1,0,1,1,0,011,111,RRR,000,0.016034804947222384,0.1790798971816726,0.16304509223445024,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,1367,1360,1360,1361,1367,1393,True,1367,73.44,73.494,73.818,75.222,-1.9291764355857606,-2.4487431084377467,-0.7823984915314096,-1.8072181237406908,-0.7823984915314096,-1.8072181237406908,-1.1111184593308217,-2.4731015038754536,WCL30,081523,green_l,saline,2023-02-28,,,168
60,80.51599860191345,59,80.20100332796574,False,True,0.1,0.9,True,R,A,RR,AA,rRR,aAA,0,1,1,0,0,1,0,1,1,0,101,111,RRR,000,0.016034804947222384,0.8529897116598221,0.8369549067125996,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,1405,1399,1399,1400,1405,1443,True,1405,75.54599999999999,75.6,75.87,77.922,-0.21004586220520075,-1.6355317986782938,-1.3531540388954975,-2.0127151603968314,-1.3531540388954975,-2.0127151603968314,3.10926851385155,2.03702734257433,WCL30,081523,green_l,saline,2023-02-28,,,168
65,89.40999582409859,64,88.98199573159218,True,False,0.1,0.9,False,l,a,Rl,Ab,RRl,AAb,1,1,1,0,1,1,0,0,1,0,110,111,RRR,000,0.016034804947222384,0.9736734125481088,0.9576386076008864,0.6,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,1570,1562,1562,1563,1569,1576,True,1569,84.348,84.402,84.726,85.104,7.305227055015671,3.051331879945937,0.7109545586062193,0.16645798218290414,0.7109545586062193,0.16645798218290414,0.44806081057183433,-0.22666684421326566,WCL30,081523,green_l,saline,2023-02-28,,,168
68,92.10799969732761,67,91.66500270366669,False,True,0.1,0.9,True,R,A,lR,aB,RlR,AbA,1,0,0,1,1,1,0,1,1,0,011,011,LRR,100,0.002871511235596272,0.9736734125481088,0.9708019013125125,0.6,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.4,Exploration,1620,1611,1611,1612,1619,1646,True,1619,86.994,87.048,87.426,88.884,0.42720609262850423,-1.3244206850862805,-0.7126202504663242,-3.704843526675832,-0.7126202504663242,-3.704843526675832,-0.9777052555117328,-1.617420125303026,WCL30,081523,green_l,saline,2023-02-28,,,168
70,94.12400163710117,69,93.79800260066986,False,True,0.9,0.09999999999999998,False,r,a,Rr,Aa,lRr,aBb,0,1,1,1,0,0,1,1,1,0,101,101,RLR,110,0.002871511235596272,0.9952854374024607,0.9924139261668644,0.6,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.4,Right Bias,1657,1651,1651,1652,1657,1667,True,1657,89.154,89.208,89.478,90.018,-0.2698803321985731,-1.020658831787676,-0.031000905321003785,-0.6514809195013337,-0.031000905321003785,-0.6514809195013337,1.7125495330948108,0.5686285280388385,WCL30,081523,green_l,saline,2023-02-28,,,168
75,97.45199605822563,74,97.13299758732319,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,Rrr,Aaa,0,0,1,0,1,1,1,0,0,1,010,110,RRL,011,0.002871511235596272,0.1782356146852654,0.17536410344966913,0.4,0.8,0.09999999999999998,0.7000000000000001,0.7000000000000001,0.4,Right Bias,1719,1713,1713,1713,1718,1725,True,1718,92.502,92.502,92.772,93.15,1.9750198563049666,0.7852420865667927,3.8147133134365117,0.9546103518621495,3.8147133134365117,0.9546103518621495,6.821700860414406,2.7013896440944016,WCL30,081523,green_l,saline,2023-02-28,,,168
88,109.87099930644035,87,109.44099761545658,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,rrL,aaB,1,0,1,0,0,1,0,1,1,1,001,111,RRR,001,0.002871511235596272,0.031918415711118725,0.029046904475522453,0.4,0.6,0.09999999999999998,0.5,0.5,0.6,Right Bias,1949,1941,1940,1941,1948,1978,True,1948,104.76,104.814,105.192,106.812,-2.315185484745903,-3.9400696127972363,-5.217777390097034,-6.344439577928775,-5.217777390097034,-6.344439577928775,-1.1791064541501266,-2.3743332261097168,WCL30,081523,green_l,saline,2023-02-28,,,168
90,112.25499361753464,89,111.84299625456333,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,0,0,1,0,100,011,LRR,100,0.8214343318646915,0.031918415711118725,-0.7895159161535727,0.6,0.6,0.09999999999999998,0.5,0.5,0.4,Right Bias,1993,1985,1985,1985,1992,2019,True,1992,107.19,107.19,107.568,109.026,-0.6959118436300185,-3.7833009649970255,-2.2856146944126152,-6.122010386588445,-2.2856146944126152,-6.122010386588445,-0.31289809543955993,-0.9498444710259243,WCL30,081523,green_l,saline,2023-02-28,,,168
92,114.31099735200405,91,114.03599381446838,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,1,0,1,0,110,001,LLR,010,0.9680224783506883,0.031918415711118725,-0.9361040626395696,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.2,Exploration,2031,2026,2026,2026,2031,2059,True,2031,109.404,109.404,109.67399999999999,111.18599999999999,0.3440796536450777,-0.6395846837037092,0.34348062696742704,-1.1072001251948578,0.34348062696742704,-1.1072001251948578,1.2599619909831186,0.3936558792476576,WCL30,081523,green_l,saline,2023-02-28,,,168
94,116.95499829947948,93,116.68399795889854,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,1,111,000,LLL,001,0.9942734686823598,0.031918415711118725,-0.962355052971241,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,2080,2075,2075,2075,2080,2114,True,2080,112.05,112.05,112.32,114.15599999999999,4.037731235266065,2.8054473406024094,2.061954179466341,0.9948714169305578,2.061954179466341,0.9948714169305578,3.653198900318238,1.7954450983582135,WCL30,081523,green_l,saline,2023-02-28,,,168
96,119.99699547886848,95,119.71299983561039,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9989744933553154,0.031918415711118725,-0.9670560776441967,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.2,Exploration,2136,2131,2131,2131,2136,2167,True,2136,115.074,115.074,115.344,117.018,4.901745626191908,2.3583336750674944,1.6353089236705578,-0.05363124737732159,1.6353089236705578,-0.05363124737732159,0.6951970256926743,0.12109478788291615,WCL30,081523,green_l,saline,2023-02-28,,,168
101,124.59900230169296,100,124.16099421679974,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.999816352374595,0.031918415711118725,-0.9678979366634762,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2221,2213,2213,2214,2221,2255,True,2221,119.502,119.556,119.934,121.77,3.8222786890320766,1.949712125837227,0.39396264482135956,-0.4463628289616119,0.39396264482135956,-0.4463628289616119,0.5967120827032528,0.04212155740424968,WCL30,081523,green_l,saline,2023-02-28,,,168
103,127.60599665343761,102,127.30099931359291,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999671124019608,0.031918415711118725,-0.968048696690842,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2277,2271,2271,2272,2277,2308,True,2277,122.634,122.688,122.958,124.632,1.7847538757706811,0.7747711109172037,0.5859993767225721,-0.24407725422194168,0.5859993767225721,-0.24407725422194168,1.0230574007067694,0.41915318195870643,WCL30,081523,green_l,saline,2023-02-28,,,168
105,129.96600195765495,104,129.62499596178532,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999941104922953,0.031918415711118725,-0.9680756947811765,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2321,2314,2314,2316,2320,2356,True,2320,124.956,125.064,125.28,127.224,2.032824726052178,0.5103486490798145,2.1469391020175244,-0.8029291856933698,2.1469391020175244,-0.8029291856933698,2.815470636200792,1.6808636209915244,WCL30,081523,green_l,saline,2023-02-28,,,168
111,136.76799684762955,110,136.44199781119823,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999989453075605,0.031918415711118725,-0.9680805295964418,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2447,2441,2440,2441,2447,2479,True,2447,131.76,131.814,132.138,133.86599999999999,-0.9149455785727613,-1.347675779716012,-1.5217543602266606,-3.0271281291229393,-1.5217543602266606,-3.0271281291229393,0.6107028459815192,-0.18907044678614837,WCL30,081523,green_l,saline,2023-02-28,,,168
113,139.7219941020012,112,139.35299590229988,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999998111257854,0.031918415711118725,-0.9680813954146666,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2501,2495,2494,2495,2501,2532,True,2501,134.676,134.73,135.054,136.728,1.7781411309855564,0.03002314000228748,0.5891487411409261,-1.7067838813814196,0.5891487411409261,-1.7067838813814196,0.9456757703673939,0.4644954958281601,WCL30,081523,green_l,saline,2023-02-28,,,168
